"ålder","kön","år","Folkmängd, antal"
"3 år","män","1986",47783
"3 år","män","1987",48996
"3 år","män","1988",51491
"3 år","män","1989",53401
"3 år","män","1990",54508
"3 år","män","1991",58791
"3 år","män","1992",60443
"3 år","män","1993",64275
"3 år","män","1994",64791
"3 år","män","1995",63492
"3 år","män","1996",59983
"3 år","män","1997",57334
"3 år","män","1998",53185
"3 år","män","1999",48893
"3 år","män","2000",46902
"3 år","män","2001",46749
"3 år","män","2002",46190
"3 år","män","2003",47680
"3 år","män","2004",48059
"3 år","män","2005",50081
"3 år","män","2006",52057
"3 år","män","2007",53368
"3 år","män","2008",53638
"3 år","män","2009",56210
"3 år","män","2010",56944
"3 år","män","2011",57971
"3 år","män","2012",59270
"3 år","män","2013",61260
"3 år","män","2014",59395
"3 år","män","2015",60662
"3 år","män","2016",61378
"3 år","män","2017",62825
"3 år","män","2018",63030
"3 år","män","2019",63965
"3 år","män","2020",61826
"3 år","män","2021",61724
"3 år","män","2022",60942
"3 år","män","2023",59738
"3 år","män","2024",59658
"3 år","kvinnor","1860",46036
"3 år","kvinnor","1861",50924
"3 år","kvinnor","1862",51213
"3 år","kvinnor","1863",51487
"3 år","kvinnor","1864",48774
"3 år","kvinnor","1865",51135
"3 år","kvinnor","1866",52495
"3 år","kvinnor","1867",53710
"3 år","kvinnor","1868",53014
"3 år","kvinnor","1869",52978
"3 år","kvinnor","1870",47384
"3 år","kvinnor","1871",42383
"3 år","kvinnor","1872",46494
"3 år","kvinnor","1873",47612
"3 år","kvinnor","1874",51852
"3 år","kvinnor","1875",50221
"3 år","kvinnor","1876",51989
"3 år","kvinnor","1877",51510
"3 år","kvinnor","1878",52680
"3 år","kvinnor","1879",53092
"3 år","kvinnor","1880",54433
"3 år","kvinnor","1881",52456
"3 år","kvinnor","1882",54752
"3 år","kvinnor","1883",52781
"3 år","kvinnor","1884",52848
"3 år","kvinnor","1885",53753
"3 år","kvinnor","1886",53632
"3 år","kvinnor","1887",56411
"3 år","kvinnor","1888",55798
"3 år","kvinnor","1889",57474
"3 år","kvinnor","1890",57664
"3 år","kvinnor","1891",56055
"3 år","kvinnor","1892",54074
"3 år","kvinnor","1893",54087
"3 år","kvinnor","1894",55957
"3 år","kvinnor","1895",54184
"3 år","kvinnor","1896",55245
"3 år","kvinnor","1897",55735
"3 år","kvinnor","1898",57120
"3 år","kvinnor","1899",56473
"3 år","kvinnor","1900",55916
"3 år","kvinnor","1901",56887
"3 år","kvinnor","1902",55669
"3 år","kvinnor","1903",57650
"3 år","kvinnor","1904",58721
"3 år","kvinnor","1905",58964
"3 år","kvinnor","1906",57821
"3 år","kvinnor","1907",58067
"3 år","kvinnor","1908",59217
"3 år","kvinnor","1909",59446
"3 år","kvinnor","1910",59604
"3 år","kvinnor","1911",60244
"3 år","kvinnor","1912",60967
"3 år","kvinnor","1913",58432
"3 år","kvinnor","1914",58818
"3 år","kvinnor","1915",59058
"3 år","kvinnor","1916",57791
"3 år","kvinnor","1917",57237
"3 år","kvinnor","1918",54485
"3 år","kvinnor","1919",54142
"3 år","kvinnor","1920",53817
"3 år","kvinnor","1921",52390
"3 år","kvinnor","1922",51565
"3 år","kvinnor","1923",61498
"3 år","kvinnor","1924",57697
"3 år","kvinnor","1925",52769
"3 år","kvinnor","1926",51169
"3 år","kvinnor","1927",49668
"3 år","kvinnor","1928",48210
"3 år","kvinnor","1929",46395
"3 år","kvinnor","1930",44502
"3 år","kvinnor","1931",44740
"3 år","kvinnor","1932",42594
"3 år","kvinnor","1933",42907
"3 år","kvinnor","1934",41945
"3 år","kvinnor","1935",41441
"3 år","kvinnor","1936",39176
"3 år","kvinnor","1937",39126
"3 år","kvinnor","1938",39223
"3 år","kvinnor","1939",41411
"3 år","kvinnor","1940",41932
"3 år","kvinnor","1941",43802
"3 år","kvinnor","1942",45530
"3 år","kvinnor","1943",44605
"3 år","kvinnor","1944",46873
"3 år","kvinnor","1945",54006
"3 år","kvinnor","1946",59520
"3 år","kvinnor","1947",62852
"3 år","kvinnor","1948",63133
"3 år","kvinnor","1949",62970
"3 år","kvinnor","1950",61176
"3 år","kvinnor","1951",60489
"3 år","kvinnor","1952",57703
"3 år","kvinnor","1953",54627
"3 år","kvinnor","1954",52202
"3 år","kvinnor","1955",52339
"3 år","kvinnor","1956",52371
"3 år","kvinnor","1957",50384
"3 år","kvinnor","1958",51521
"3 år","kvinnor","1959",51200
"3 år","kvinnor","1960",51554
"3 år","kvinnor","1961",50455
"3 år","kvinnor","1962",50056
"3 år","kvinnor","1963",49385
"3 år","kvinnor","1964",50296
"3 år","kvinnor","1965",52051
"3 år","kvinnor","1966",54553
"3 år","kvinnor","1967",59631
"3 år","kvinnor","1968",59391
"3 år","kvinnor","1969",59557
"3 år","kvinnor","1970",59416
"3 år","kvinnor","1971",55838
"3 år","kvinnor","1972",52321
"3 år","kvinnor","1973",53244
"3 år","kvinnor","1974",55075
"3 år","kvinnor","1975",54658
"3 år","kvinnor","1976",53852
"3 år","kvinnor","1977",54405
"3 år","kvinnor","1978",51356
"3 år","kvinnor","1979",48622
"3 år","kvinnor","1980",47132
"3 år","kvinnor","1981",45859
"3 år","kvinnor","1982",47173
"3 år","kvinnor","1983",47602
"3 år","kvinnor","1984",46284
"3 år","kvinnor","1985",45493
"3 år","kvinnor","1986",45090
"3 år","kvinnor","1987",46306
"3 år","kvinnor","1988",48538
"3 år","kvinnor","1989",50667
"3 år","kvinnor","1990",52247
"3 år","kvinnor","1991",55338
"3 år","kvinnor","1992",57202
"3 år","kvinnor","1993",61157
"3 år","kvinnor","1994",61028
"3 år","kvinnor","1995",60080
"3 år","kvinnor","1996",57414
"3 år","kvinnor","1997",54994
"3 år","kvinnor","1998",50270
"3 år","kvinnor","1999",46880
"3 år","kvinnor","2000",44555
"3 år","kvinnor","2001",44027
"3 år","kvinnor","2002",44131
"3 år","kvinnor","2003",44934
"3 år","kvinnor","2004",45484
"3 år","kvinnor","2005",47890
"3 år","kvinnor","2006",49522
"3 år","kvinnor","2007",50530
"3 år","kvinnor","2008",51118
"3 år","kvinnor","2009",53263
"3 år","kvinnor","2010",53710
"3 år","kvinnor","2011",54473
"3 år","kvinnor","2012",55905
"3 år","kvinnor","2013",58024
"3 år","kvinnor","2014",56429
"3 år","kvinnor","2015",57297
"3 år","kvinnor","2016",57775
"3 år","kvinnor","2017",59233
"3 år","kvinnor","2018",58792
"3 år","kvinnor","2019",60716
"3 år","kvinnor","2020",58644
"3 år","kvinnor","2021",58325
"3 år","kvinnor","2022",57408
"3 år","kvinnor","2023",56352
"3 år","kvinnor","2024",56987
"4 år","män","1860",43321
"4 år","män","1861",45573
"4 år","män","1862",50016
"4 år","män","1863",51227
"4 år","män","1864",51418
"4 år","män","1865",47924
"4 år","män","1866",50927
"4 år","män","1867",52713
"4 år","män","1868",53231
"4 år","män","1869",51664
"4 år","män","1870",52116
"4 år","män","1871",47875
"4 år","män","1872",42184
"4 år","män","1873",46610
"4 år","män","1874",48066
"4 år","män","1875",52147
"4 år","män","1876",50871
"4 år","män","1877",51988
"4 år","män","1878",51498
"4 år","män","1879",52738
"4 år","män","1880",52640
"4 år","män","1881",54307
"4 år","män","1882",52291
"4 år","män","1883",54564
"4 år","män","1884",52469
"4 år","män","1885",53639
"4 år","män","1886",54232
"4 år","män","1887",54211
"4 år","män","1888",56997
"4 år","män","1889",56384
"4 år","män","1890",57327
"4 år","män","1891",58019
"4 år","män","1892",56305
"4 år","män","1893",54049
"4 år","män","1894",54254
"4 år","män","1895",56841
"4 år","män","1896",55087
"4 år","män","1897",57120
"4 år","män","1898",56732
"4 år","män","1899",58451
"4 år","män","1900",57280
"4 år","män","1901",57803
"4 år","män","1902",58554
"4 år","män","1903",56777
"4 år","män","1904",58535
"4 år","män","1905",60353
"4 år","män","1906",59970
"4 år","män","1907",59233
"4 år","män","1908",60435
"4 år","män","1909",60361
"4 år","män","1910",61217
"4 år","män","1911",61596
"4 år","män","1912",62282
"4 år","män","1913",63361
"4 år","män","1914",60844
"4 år","män","1915",60907
"4 år","män","1916",60968
"4 år","män","1917",60086
"4 år","män","1918",58748
"4 år","män","1919",56147
"4 år","män","1920",55796
"4 år","män","1921",55660
"4 år","män","1922",54280
"4 år","män","1923",53694
"4 år","män","1924",63822
"4 år","män","1925",59617
"4 år","män","1926",54515
"4 år","män","1927",53444
"4 år","män","1928",51248
"4 år","män","1929",50256
"4 år","män","1930",47888
"4 år","män","1931",46202
"4 år","män","1932",46332
"4 år","män","1933",44050
"4 år","män","1934",44029
"4 år","män","1935",43460
"4 år","män","1936",42801
"4 år","män","1937",40826
"4 år","män","1938",40774
"4 år","män","1939",41188
"4 år","män","1940",42842
"4 år","män","1941",43802
"4 år","män","1942",45501
"4 år","män","1943",47244
"4 år","män","1944",46595
"4 år","män","1945",48786
"4 år","män","1946",56675
"4 år","män","1947",62132
"4 år","män","1948",66605
"4 år","män","1949",66800
"4 år","män","1950",66089
"4 år","män","1951",64522
"4 år","män","1952",63157
"4 år","män","1953",60754
"4 år","män","1954",58158
"4 år","män","1955",55384
"4 år","män","1956",55516
"4 år","män","1957",55732
"4 år","män","1958",53273
"4 år","män","1959",54384
"4 år","män","1960",55103
"4 år","män","1961",53930
"4 år","män","1962",53553
"4 år","män","1963",53513
"4 år","män","1964",51798
"4 år","män","1965",53352
"4 år","män","1966",54877
"4 år","män","1967",58124
"4 år","män","1968",62522
"4 år","män","1969",63150
"4 år","män","1970",63522
"4 år","män","1971",62885
"4 år","män","1972",58247
"4 år","män","1973",55362
"4 år","män","1974",55737
"4 år","män","1975",58261
"4 år","män","1976",57718
"4 år","män","1977",56672
"4 år","män","1978",57133
"4 år","män","1979",53719
"4 år","män","1980",51080
"4 år","män","1981",49716
"4 år","män","1982",47952
"4 år","män","1983",49414
"4 år","män","1984",50005
"4 år","män","1985",48367
"4 år","män","1986",48313
"4 år","män","1987",48020
"4 år","män","1988",49278
"4 år","män","1989",51917
"4 år","män","1990",53796
"4 år","män","1991",54750
"4 år","män","1992",58980
"4 år","män","1993",60773
"4 år","män","1994",65005
"4 år","män","1995",64813
"4 år","män","1996",63405
"4 år","män","1997",59976
"4 år","män","1998",57403
"4 år","män","1999",53295
"4 år","män","2000",49080
"4 år","män","2001",47174
"4 år","män","2002",47047
"4 år","män","2003",46438
"4 år","män","2004",47877
"4 år","män","2005",48207
"4 år","män","2006",50472
"4 år","män","2007",52417
"4 år","män","2008",53870
"4 år","män","2009",54073
"4 år","män","2010",56519
"4 år","män","2011",57288
"4 år","män","2012",58372
"4 år","män","2013",59825
"4 år","män","2014",61909
"4 år","män","2015",60196
"4 år","män","2016",61840
"4 år","män","2017",62332
"4 år","män","2018",63640
"4 år","män","2019",63535
"4 år","män","2020",64163
"4 år","män","2021",62173
